"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"","KDC0134A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0135A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0136A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0139A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0140A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0141A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0157A_06/01/2010","Berry_2020","NCBI","2010-06-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0166A_06/07/2010","Berry_2020","NCBI","2010-06-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0421A_11/02/2010","Berry_2020","NCBI","2010-11-18","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDC0436A_12/20/2010","Berry_2020","NCBI","2011-05-01","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDC0458A-CP1_03/08/2011","Berry_2020","NCBI","2011-03-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0462A_03/08/2011","Berry_2020","NCBI","2011-03-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0555A_06/01/2011","Berry_2020","NCBI","2011-06-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0556A_06/01/2011","Berry_2020","NCBI","2011-06-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC1095A_09/10/2012","Berry_2020","NCBI","2012-09-25","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","KDC1097A_09/10/2012","Berry_2020","NCBI","2012-09-25","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","KDC1215A_11/08/2012","Berry_2020","NCBI","2012-11-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0006A_02/22/2010","Berry_2020","NCBI","2010-11-03","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0008A_03/02/2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0010A_03/03/2010","Berry_2020","NCBI","2010-03-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0011A_03/04/2010","Berry_2020","NCBI","2010-03-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0012A_03/17/2010","Berry_2020","NCBI","2010-01-04","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0014A_03/30/2010","Berry_2020","NCBI","2010-04-19","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0015A_04/05/2010","Berry_2020","NCBI","2010-04-20","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0018A_04/19/2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0019A_05/03/2010","Berry_2020","NCBI","2010-05-18","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0020A_05/06/2010","Berry_2020","NCBI","2010-05-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0021A_05/31/2010","Berry_2020","NCBI","2010-06-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0083A-CP1_11/01/2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDH0089A_12/14/2010","Berry_2020","NCBI","2010-12-29","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDH0091A_12/20/2010","Berry_2020","NCBI","2011-05-01","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDH0092A_12/21/2010","Berry_2020","NCBI","2011-05-01","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDH0104A_03/07/2011","Berry_2020","NCBI","2011-03-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0123A_05/26/2011","Berry_2020","NCBI","2011-06-14","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0124A_05/26/2011","Berry_2020","NCBI","2011-06-14","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","KDH0126A_06/01/2011","Berry_2020","NCBI","2011-06-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0145A-CP1_06/30/2011","Berry_2020","NCBI","2011-07-14","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","KDH0184A-CP1_09/08/2011","Berry_2020","NCBI","2011-09-22","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0203A-CP1_12/13/2011","Berry_2020","NCBI","2011-12-27","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDH0216A_04/24/2012","Berry_2020","NCBI","2012-11-05","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","KDH0293A_09/17/2012","Berry_2020","NCBI","2012-01-10","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","KDH0317A_11/08/2012","Berry_2020","NCBI","2012-11-21","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"MN453624.1","TZK2016","Ng_2019","NCBI","2016-01-20","Singapore","Southeast-Asia",3,"3_III","3III_B.1",""
"","19XN13542","Su_2020","NCBI","2019-10-06","China","East-Asia",3,"3_I","3I_A.2","X"
"","19XN14065","Su_2020","NCBI","2019-07-06","China","East-Asia",3,"3_I","3I_A.2","X"
"","19XN15780","Su_2020","NCBI","2019-06-23","China","East-Asia",3,"3_I","3I_A.2","X"
"","19XN18047","Su_2020","NCBI","2019-07-17","China","East-Asia",3,"3_III","3III_B.1","X"
"","19XN19964","Su_2020","NCBI","2019-02-08","China","East-Asia",3,"3_I_related","3I_C","X"
"","19XN22882","Su_2020","NCBI","2019-09-13","China","East-Asia",3,"3_I_related","3I_C","X"
"","19XN50670","Su_2020","NCBI","2019-07-30","China","East-Asia",3,"3_I","3I_A.1","X"
"","19XN50674","Su_2020","NCBI","2019-03-08","China","East-Asia",3,"3_I","3I_A.1","X"
"","19XN50685","Su_2020","NCBI","2019-08-08","China","East-Asia",3,"3_I","3I_A.1","X"
"","19XN27399F","Su_2020","NCBI","2019-09-11","China","East-Asia",3,"3_III","3III_B.2","X"
"","19XN28959F","Su_2020","NCBI","2019-11-21","China","East-Asia",3,"3_III","3III_B.3","X"
"","S169","Rodrigo_2020","NCBI","2018-06-13","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S199","Rodrigo_2020","NCBI","2018-06-19","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"MT006169.1","S303","Rodrigo_2020","NCBI","2018-10-09","Sri-Lanka","South-Asia",3,"3_I","3I_A.1",""
"MT076948.1","CFA379","Shah_2020","NCBI","2015-05-XX","Kenya","Sub-Saharan-Africa",3,"3_V_related","3V",""
"","IP008","Letizia_2020","NCBI","2017-10-16","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","IP171","Letizia_2020","NCBI","2017-09-11","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"MT261974.1","IP179","Letizia_2020","NCBI","2017-11-13","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2",""
"","IP194","Letizia_2020","NCBI","2017-11-17","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","IP226","Letizia_2020","NCBI","2017-04-10","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","IP267","Letizia_2020","NCBI","2017-12-10","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","IP304","Letizia_2020","NCBI","2017-10-27","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","IP310","Letizia_2020","NCBI","2017-02-11","Burkina-Faso","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"MT921574.1","Phil2017","Pyke_2020","NCBI","2017-XX-XX","Australia","Pacific",3,"3_I_related","3I_C",""
"MT921575.1","PNG_2016","Pyke_2020","NCBI","2016-XX-XX","Australia","Pacific",3,"3_I","3I_A",""
"","S10","Tiraki_2021","NCBI","2016-08-XX","India","South-Asia",3,"3_III","3III_B","X"
"","S16","Tiraki_2021","NCBI","2016-08-XX","India","South-Asia",3,"3_III","3III_B.3","X"
"MW192822.1","S19","Tiraki_2021","NCBI","2016-08-XX","India","South-Asia",3,"3_III","3III_B",""
"","S5","Tiraki_2021","NCBI","2016-07-XX","India","South-Asia",3,"3_III","3III_B","X"
"","6425","Tiraki_2021","NCBI","2017-08-XX","India","South-Asia",3,"3_III","3III_B","X"
"","SHC0271_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-10-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0406_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-10-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0411_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-10-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0455_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-10-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"MW288031.1","SHC0506_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2",""
"","SHC0517_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0520_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0522_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0531_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0539_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SHC0543_/_DENV-3_/_2018","Gaye_2020","NCBI","2018-11-XX","Senegal","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","20XN39552_D3_Myanmar","Jiang_2020","NCBI","2020-07-09","China","East-Asia",3,"3_I","3I_A.1","X"
"","IBCHK001","Shirin_2020","NCBI","2019-01-07","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"","IBCHK003","Shirin_2020","NCBI","2019-02-07","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"","IBCHK038","Shirin_2020","NCBI","2019-03-07","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"","IN003","Shirin_2020","NCBI","2019-04-07","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"","IN005","Shirin_2020","NCBI","2019-05-07","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"MW396467.1","IN038","Shirin_2020","NCBI","2019-06-07","Bangladesh","South-Asia",3,"3_I","3I_A.2",""
"","IN043","Shirin_2020","NCBI","2019-07-07","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"","IN068","Shirin_2020","NCBI","2019-01-08","Bangladesh","South-Asia",3,"3_I","3I_A.2","X"
"","DV3/2014","Long_2021","NCBI","2014-10-15","China","East-Asia",3,"3_II","3II_B","X"
"","GZ8H_2019149_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.3","X"
"","GZ8H_2019152_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.3","X"
"","GZ8H_2019154_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.3","X"
"","GZ8H_2019156_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.3","X"
"","GZ8H_2019186_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.3","X"
"","GZ8H_2019150_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.1","X"
"MW720889.1","GZ8H_2019151_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_I","3I_A.1",""
"","GZ8H_2019153_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_I","3I_A.1","X"
"","GZ8H_2019184_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_I_related","3I_C","X"
"","GZ8H_2019185_2019_III","Zhao_2022","NCBI","2019-09-XX","China","East-Asia",3,"3_I_related","3I_C","X"
"","YGH_5_17consensus","Soe_2021","NCBI","2017-06-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_46_17consensus","Soe_2021","NCBI","2017-09-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_42_17_consensus","Soe_2021","NCBI","2017-08-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_18_17consensus","Soe_2021","NCBI","2017-06-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_11_18_consensus","Soe_2021","NCBI","2018-02-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_61_18consensus","Soe_2021","NCBI","2018-05-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_33_17consensus","Soe_2021","NCBI","2017-06-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_275_17consensus","Soe_2021","NCBI","2017-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_228_17consensus","Soe_2021","NCBI","2017-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_174_17consensus","Soe_2021","NCBI","2017-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_171_17_consensus","Soe_2021","NCBI","2017-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_161_17consensus","Soe_2021","NCBI","2017-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_9_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_8_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_42_19consensus","Soe_2021","NCBI","2019-12-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_4_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_37_19consensus","Soe_2021","NCBI","2019-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_34_19consensus","Soe_2021","NCBI","2019-06-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_33_18consensus","Soe_2021","NCBI","2018-05-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_31_19consensus","Soe_2021","NCBI","2019-05-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_3_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_29_19consensus","Soe_2021","NCBI","2019-03-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_28_19consensus","Soe_2021","NCBI","2019-02-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_D3_27_18consensus","Soe_2021","NCBI","2018-10-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_D3_24_18consensus","Soe_2021","NCBI","2018-08-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"MW788902.1","YGH_D3_23_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1",""
"","YGH_D3_22_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_D3_21_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YGH_D3-20_18consensus","Soe_2021","NCBI","2018-06-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YGH_D3_19_18consensus","Soe_2021","NCBI","2018-06-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_17_18consensus","Soe_2021","NCBI","2018-10-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_16_18consensus","Soe_2021","NCBI","2018-09-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_15_18consensus","Soe_2021","NCBI","2018-08-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"","YCH_D3_14_18consensus","Soe_2021","NCBI","2018-08-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_10_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YCH_D3_1_18consensus","Soe_2021","NCBI","2018-07-XX","Myanmar","Southeast-Asia",3,"3_I","3I_A.1","X"
"MW945428.1","DENV3/PUERTORICO/2006/429965","Katzelnick_2021","NCBI","2006-XX-XX","Puerto-Rico","Caribbean",3,"3_III","3III_C.1",""
"","DENV3/VIETNAM/2006/BID-V1329","Katzelnick_2021","NCBI","2006-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/VIETNAM/2007/BID-V1817","Katzelnick_2021","NCBI","2007-XX-XX","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","01976/97","Katzelnick_2021","NCBI","1997-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01996/00","Katzelnick_2021","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00676/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00266/12","Katzelnick_2021","NCBI","2012-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","30590/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01434/10","Katzelnick_2021","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","01276/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","00710/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00560/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","00772/95","Katzelnick_2021","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01720/00","Katzelnick_2021","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","02051/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","00293/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","30017/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","00833/96","Katzelnick_2021","NCBI","1996-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","02380/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01691/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00798/12","Katzelnick_2021","NCBI","2012-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","00852/05","Katzelnick_2021","NCBI","2005-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00295/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","30334/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","00846/05","Katzelnick_2021","NCBI","2005-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01868/98","Katzelnick_2021","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01935/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","01045/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00618/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00695/13","Katzelnick_2021","NCBI","2013-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","07042/98","Katzelnick_2021","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00317/03","Katzelnick_2021","NCBI","2003-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"MW946636.1","00190/98","Katzelnick_2021","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A",""
"","01245/96","Katzelnick_2021","NCBI","1996-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","30246/95","Katzelnick_2021","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01933/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","00088/12","Katzelnick_2021","NCBI","2012-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","00975/96","Katzelnick_2021","NCBI","1996-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00452/02","Katzelnick_2021","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","02580/97","Katzelnick_2021","NCBI","1997-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00975/01","Katzelnick_2021","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","30060/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","04514/99","Katzelnick_2021","NCBI","1999-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01802/02","Katzelnick_2021","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","04945/97","Katzelnick_2021","NCBI","1997-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","03353/97","Katzelnick_2021","NCBI","1997-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00706/02","Katzelnick_2021","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","03058/97","Katzelnick_2021","NCBI","1997-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.2","X"
"","01262/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","02161/96","Katzelnick_2021","NCBI","1996-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","03640/01","Katzelnick_2021","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01781/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00159/05","Katzelnick_2021","NCBI","2005-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00567/03","Katzelnick_2021","NCBI","2003-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","02519/98","Katzelnick_2021","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00709/13","Katzelnick_2021","NCBI","2013-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","00130/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","01398/08","Katzelnick_2021","NCBI","2008-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","00693/13","Katzelnick_2021","NCBI","2013-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","05969/00","Katzelnick_2021","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01445/11","Katzelnick_2021","NCBI","2011-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","05632/00","Katzelnick_2021","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","06047/99","Katzelnick_2021","NCBI","1999-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01509/95","Katzelnick_2021","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","02185/06","Katzelnick_2021","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","01720/96","Katzelnick_2021","NCBI","1996-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01472/02","Katzelnick_2021","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01293/98","Katzelnick_2021","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","01146/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00688/98","Katzelnick_2021","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","05718/97","Katzelnick_2021","NCBI","1997-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00515/94","Katzelnick_2021","NCBI","1994-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","00334/00","Katzelnick_2021","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
